Semester,Campus,CRN,Course,Section #,Capacity,Enrollment,Faculty,Faculty IDs
Summer 1 2023,Boston,41718,CY 2550,2,87,25,"Wang, Justin",828
Summer 1 2023,Online,41847,DS 3000,1,120,106,"Rachlin, John",601
Summer 1 2023,Boston,40504,CS 1800,1,48,43,"Nunez, Lucia",552
Summer 1 2023,Boston,40505,CS 1802,1,48,43,"Nunez, Lucia",552
Summer 1 2023,Boston,40506,CS 3000,1,114,107,"Strange, Laney",742
Summer 1 2023,Boston,41721,DS 4200,1,50,36,"Borkin, Michelle",91
Summer 1 2023,Online,41215,CS 5200,1,40,28,"Rachlin, John",601
Summer 1 2023,Online,41852,CS 5800,1,79,38,"Viola, Emanuele",811
Summer 1 2023,Boston,41856,CS 3501,1,60,42,"Fontenot, Mark",236
Summer 1 2023,Boston,41857,CS 3501,2,60,49,"Fontenot, Mark",236
Summer 1 2023,Boston,41858,CS 3501,3,60,55,"Fontenot, Mark",236
Summer 1 2023,Boston,41859,CS 3501,4,60,54,"Fontenot, Mark",236
Summer 1 2023,Boston,41860,CS 3501,5,60,58,"Fontenot, Mark",236
Summer 1 2023,Boston,41861,CS 3501,6,70,64,"Fontenot, Mark",236
Summer 1 2023,"Portland, Maine",41855,CS 7180,1,32,8,"Wan, Michael",823
Summer 1 2023,"Seattle, WA",41902,CS 5800,2,60,17,"Sun, Zhifeng",750
Summer 1 2023,Online,41956,HINF 5101,1,200,50,"Halamka, John",302
Summer 1 2023,Boston,41962,CS 6240,1,49,12,"Tziavelis, Nikolaos",787
Summer 1 2023,Boston,41976,CS 3001,1,58,58,"Strange, Laney",742
Summer 1 2023,Boston,41977,CS 3001,2,58,39,"Strange, Laney",742
Summer 1 2023,Online,42003,DS 5110,1,49,22,"Rachlin, John",601
Summer 1 2023,Boston,42010,CS 3501,8,70,31,"Fontenot, Mark",236
Summer 1 2023,"Seattle, WA",42013,CS 3500,2,60,50,"Singh, Sarita",708
Summer 1 2023,"Seattle, WA",42015,CS 3501,7,60,50,"Singh, Sarita",708
Summer 1 2023,"Seattle, WA",42017,CS 4973,1,60,51,"Yildirim, Caglar",873
Summer 1 2023,Boston,42019,CS 3001,3,50,10,"Strange, Laney",742
Summer 1 2023,"Vancouver, Canada",42045,CS 5610,2,30,27,"Penarrieta, Cristian",588
Summer 1 2023,Online,42052,CS 3200,3,80,72,"Durant, Kathleen",195
Summer 1 2023,"Seattle, WA",42059,CS 6620,3,40,15,"Mullen, Tony",529
Summer 1 2023,Online,42163,CS 3540,1,49,37,"Yildirim, Caglar",873
Summer 1 2024,Boston,41344,CS 3501,5,65,64,"Shesh, Amit",693
Summer 1 2024,"Vancouver, Canada",41985,CS 5610,2,36,26,"Penarrieta, Cristian",588
Summer 1 2024,"Vancouver, Canada",41986,CS 5700,2,32,5,"Tanha, Maryam",760
Summer 1 2024,Boston,40453,CS 1800,1,50,48,"Nunez, Lucia",552
Summer 1 2024,Boston,40454,CS 1802,1,50,48,"Nunez, Lucia",552
Summer 1 2024,Boston,40455,CS 3000,1,125,109,"Strange, Laney",742
Summer 1 2024,"Seattle, WA",41989,CS 6140,2,40,7,"Sushmita, Shanu",752
Summer 1 2024,"Seattle, WA",41990,CS 6760,1,40,12,"Bonaci, Tamara",88
Summer 1 2024,"Portland, Maine",41980,CS 5800,2,32,11,"Viles, Weston",810
Summer 1 2024,Online,41869,DS 2000,1,155,148,"Rachlin, John",601
Summer 1 2024,Online,41870,DS 2001,1,155,148,"Rachlin, John",601
Summer 1 2024,Online,41871,CS 4530,1,60,52,"Vitek, Jan",813
Summer 1 2024,Boston,40210,CS 2511,2,82,78,"Razzaq, Leena",620
Summer 1 2024,Boston,41492,CS 3500,2,112,111,"Shesh, Amit",693
Summer 1 2024,Online,41239,CS 5610,1,69,41,"Annunziato, Jose",34
Summer 1 2024,Boston,41496,CS 3001,3,45,26,"Strange, Laney",742
Summer 1 2024,Online,41977,CS 5540,1,79,16,"Yildirim, Caglar",873
Summer 1 2024,Boston,40093,CS 2510,1,160,158,"Razzaq, Leena",620
Summer 1 2024,Boston,40094,CS 2511,1,82,80,"Razzaq, Leena",620
Summer 1 2024,Boston,40105,CS 3500,1,158,149,"Shesh, Amit",693
Summer 1 2024,Boston,41898,CS 3520,1,87,34,"Cooper, Seth",146
Summer 1 2024,Boston,40253,CS 2501,2,60,11,"Razzaq, Leena",620
Summer 1 2024,Boston,40391,CS 2500,1,114,47,"Razzaq, Leena",620
Summer 1 2024,Online,40916,CS 5200,1,84,77,"Rachlin, John",601
Summer 1 2024,Boston,41207,CY 2550,2,87,78,"Wang, Justin",828
Summer 1 2024,Boston,41948,CS 4120,1,36,24,"Muzny, Felix",533
Summer 1 2024,Online,41947,IS 2000,1,70,62,"Schedlbauer, Martin",663
Summer 1 2024,Boston,41210,DS 4200,1,50,45,"Borkin, Michelle",91
Summer 1 2024,Online,41963,CS 3800,1,90,86,"Schnyder, Walter",666
Summer 1 2024,Boston,41455,CS 3001,1,45,40,"Strange, Laney",742
Summer 1 2024,Boston,41456,CS 3001,2,45,43,"Strange, Laney",742
Summer 1 2024,Online,41331,DS 3000,1,87,84,"Clachar, Sophine",134
Summer 1 2024,Online,41975,CS 3540,1,49,40,"Yildirim, Caglar",873
Summer 1 2024,Online,41976,CS 4520,1,49,29,"Bhutta, Adeel",75
Summer 1 2024,Boston,40185,CS 2501,1,60,36,"Razzaq, Leena",620
Summer 1 2024,Boston,41340,CS 3501,1,65,52,"Shesh, Amit",693
Summer 1 2024,Boston,41341,CS 3501,2,65,65,"Shesh, Amit",693
Summer 1 2024,Boston,41342,CS 3501,3,65,65,"Shesh, Amit",693
Summer 1 2024,Boston,41343,CS 3501,4,65,64,"Shesh, Amit",693
Summer 1 2024,Online,42007,CS 3520,2,87,70,"Bhutta, Adeel",75
Summer 1 2024,Online,42012,IS 4300,1,60,60,"Miazi, Sakib",497
Summer 1 2024,Online,42013,CS 5340,1,60,34,"Miazi, Sakib",497
Summer 1 2024,Online,42088,CS 6620,1,60,53,"Mullen, Tony",529
Summer 1 2024,Online,42108,CS 3000,2,128,109,"Stalfa, David",739
Summer 1 2024,Online,42109,CS 3001,4,128,109,"Stalfa, David",739
Summer 1 2024,"Seattle, WA",42116,CS 3500,3,50,41,"Singh, Sarita",708
Summer 1 2024,"Seattle, WA",42117,CS 3501,6,50,41,"Singh, Sarita",708
Summer 1 2024,"Seattle, WA",42118,CS 4973,2,50,41,"Mullen, Tony",529
Summer 1 2024,Boston,42124,DS 5010,1,65,8,"Durant, Kathleen",195
Summer 1 2024,"Vancouver, Canada",42143,CS 5610,3,36,0,"Penarrieta, Cristian",588
Summer 1 2024,Online,42155,CS 4530,2,60,43,"Donat-Bouillud, Pierre",98629
Summer 1 2024,Online,42176,CS 6620,2,30,16,"Aibin, Michal",14
Summer 1 2024,"Silicon Valley, CA",42248,CS 6760,2,10,5,"Bonaci, Tamara",88
Summer 1 2024,Boston,42330,CS 3500,4,50,50,"Mihajlovikj, Vidoje",500
Summer 1 2025,Boston,41092,CS 3500,2,150,149,"Shesh, Amit",693
Summer 1 2025,"Oakland, CA",41989,CS 4100,2,50,14,"Saad, Nadim",648
Summer 1 2025,"Oakland, CA",41991,CS 3500,3,50,19,"Bhalerao, Rasika",72
Summer 1 2025,"Oakland, CA",41992,CS 3501,6,50,19,"Bhalerao, Rasika",72
Summer 1 2025,Boston,41979,CS 5100,1,97,28,"Venkatesaramani, Rajagopal",804
Summer 1 2025,Boston,40202,CS 2511,2,82,34,"Razzaq, Leena",620
Summer 1 2025,Online,41872,CY 5001,1,50,6,"Sierra, Jose",702
Summer 1 2025,Online,42003,CS 4520,1,60,15,"Bulchandani, Ashish",70869
Summer 1 2025,Online,41875,IS 4300,2,87,64,"Miazi, Sakib",497
Summer 1 2025,Boston,40088,CS 2510,1,160,100,"Razzaq, Leena",620
Summer 1 2025,Boston,40089,CS 2511,1,58,55,"Razzaq, Leena",620
Summer 1 2025,Boston,42010,CS 4530,1,72,68,"Simmons, Rob",104443
Summer 1 2025,Online,42012,DS 4200,1,65,63,"Padilla, Lace",565
Summer 1 2025,Boston,40099,CS 3500,1,150,144,"Shesh, Amit",693
Summer 1 2025,Online,42035,CS 5340,1,79,31,"Miazi, Sakib",497
Summer 1 2025,Boston,41411,CS 4120,1,97,25,"Muzny, Felix",533
Summer 1 2025,Online,41031,DS 3000,1,97,93,"Clachar, Sophine",134
Summer 1 2025,Boston,41033,CS 3501,1,60,56,"Shesh, Amit",693
Summer 1 2025,Boston,41034,CS 3501,2,60,60,"Shesh, Amit",693
Summer 1 2025,Boston,41035,CS 3501,3,60,59,"Shesh, Amit",693
Summer 1 2025,Boston,41036,CS 3501,4,60,58,"Shesh, Amit",693
Summer 1 2025,Boston,41037,CS 3501,5,60,60,"Shesh, Amit",693
Summer 1 2025,Online,41424,CS 3800,1,97,81,"Schnyder, Walter",666
Summer 1 2025,Online,41436,CS 3540,1,75,63,"Yildirim, Caglar",873
Summer 1 2025,Boston,40427,CS 1800,1,80,25,"Pavlu, Virgil",585
Summer 1 2025,Online,40428,CS 1802,1,49,32,"Aloupis, Greg",22
Summer 1 2025,Boston,40429,CS 3000,1,150,125,"Strange, Laney",742
Summer 1 2025,Boston,41073,CS 3001,1,75,53,"Strange, Laney",742
Summer 1 2025,Boston,41074,CS 3001,2,75,72,"Strange, Laney",742
Summer 1 2025,Online,41972,CS 1800,2,49,32,"Aloupis, Greg",22
Summer 1 2025,Online,41973,CS 1800,3,49,30,"Aloupis, Greg",22
Summer 1 2025,Online,41974,CS 1802,2,49,30,"Aloupis, Greg",22
Summer 1 2025,Boston,41975,CS 1802,3,42,25,"Pavlu, Virgil",585
Summer 1 2025,Boston,41977,CS 4100,1,73,61,"Venkatesaramani, Rajagopal",804
Summer 1 2025,Boston,41978,CS 4700,1,40,19,"Jackson, Alden",344
Summer 1 2025,Online,41467,CS 3520,2,100,73,"Bhutta, Adeel",75
Summer 1 2025,Online,41980,CS 5610,4,89,49,"Annunziato, Jose",34
Summer 1 2025,Boston,41981,CS 5700,3,30,13,"Jackson, Alden",344
Summer 1 2025,"Seattle, WA",41982,CS 6140,3,25,11,"Chaudhary, Divya",122
Summer 1 2025,Online,41527,CS 3200,1,120,108,"Schedlbauer, Martin",663
Summer 1 2025,Online,42063,DS 3500,1,120,99,"Rachlin, John",601
Summer 1 2025,Boston,42080,CS 2510,2,73,73,"Razzaq, Leena",620
Summer 1 2025,Boston,42081,CS 2511,3,58,29,"Razzaq, Leena",620
Summer 1 2025,Boston,42082,CS 2511,4,58,54,"Razzaq, Leena",620
Summer 1 2025,Online,42085,CS 5047,1,100,36,"Feinberg, Daniel",225
Summer 1 2025,Boston,42101,DS 2000,1,97,67,"Yu, Deahan",100308
Summer 1 2025,Boston,42102,DS 2001,1,97,67,"Yu, Deahan",100308
Summer 1 2025,"Seattle, WA",42200,CS 3500,4,50,40,"Bonaci, Tamara",88
Summer 1 2025,"Seattle, WA",42201,CS 3501,7,50,40,"Bonaci, Tamara",88
Summer 1 2025,"Seattle, WA",42202,CS 4973,3,50,40,"Mullen, Tony",529
Summer 1 2025,Online,42207,CS 5200,1,49,22,"Schedlbauer, Martin",663
Summer 1 2025,Online,42210,CS 6620,1,69,63,"Aibin, Michal",14
Summer 1 2025,"Silicon Valley, CA",42213,CS 5330,1,30,18,"Lee, Jeongkyu",422
Summer 1 2025,Online,42223,CY 2550,1,85,77,"Wang, Justin",828
Summer 1 2025,Boston,42303,CS 3650,1,60,18,"Weintraub, Benjamin",92723
Summer 1 2025,Online,42323,CS 3200,3,59,51,"Schedlbauer, Martin",663
Summer 1 2025,Online,42385,CS 5800,1,28,17,"Stern, Jesse",100314
Summer 1 2026,Online,52254,CS 1800,1,97,0,"Aloupis, Greg",22
Summer 1 2026,Online,52255,CS 1802,1,97,0,"Aloupis, Greg",22
Summer 1 2026,Boston,52256,CS 2000,1,114,0,"Razzaq, Leena",620
Summer 1 2026,Boston,52257,CS 2001,1,60,0,"Razzaq, Leena",620
Summer 1 2026,Boston,52258,CS 2001,2,60,0,"Razzaq, Leena",620
Summer 1 2026,Boston,52259,CS 2100,1,80,0,"Razzaq, Leena",620
Summer 1 2026,Boston,52261,CS 2101,1,40,0,"Razzaq, Leena",620
Summer 1 2026,Boston,52262,CS 2101,2,40,0,"Razzaq, Leena",620
Summer 1 2026,Boston,54311,CS 3800,1,40,0,"Hescott, Ben",319
Summer 1 2026,Online,52265,CS 2386,1,87,0,"Yildirim, Caglar",873
Summer 1 2026,Boston,52266,CS 3000,1,70,0,"Strange, Laney",742
Summer 1 2026,Boston,52267,CS 3000,2,70,0,"Varma, Akshar",799
Summer 1 2026,"Seattle, WA",52268,CS 3000,3,50,0,"Maxwell, Bruce",479
Summer 1 2026,Boston,52270,CS 3001,2,48,0,"Strange, Laney",742
Summer 1 2026,Boston,52271,CS 3001,3,48,0,"Strange, Laney",742
Summer 1 2026,Boston,52272,CS 3001,4,48,0,"Strange, Laney",742
Summer 1 2026,"Seattle, WA",52273,CS 3001,5,50,0,"Maxwell, Bruce",479
Summer 1 2026,Boston,52274,CS 3100,1,113,0,"Shesh, Amit",693
Summer 1 2026,Boston,52275,CS 3100,2,113,0,"Nunez, Lucia",552
Summer 1 2026,"Oakland, CA",52276,CS 3100,3,60,0,"Bhalerao, Rasika",72
Summer 1 2026,"Seattle, WA",52277,CS 3100,4,50,0,"Bonaci, Tamara",88
Summer 1 2026,Boston,52278,CS 3101,1,60,0,"Shesh, Amit",693
Summer 1 2026,Boston,52279,CS 3101,2,60,0,"Shesh, Amit",693
Summer 1 2026,Boston,52280,CS 3101,3,60,0,"Shesh, Amit",693
Summer 1 2026,Boston,52281,CS 3101,4,60,0,"Shesh, Amit",693
Summer 1 2026,"Oakland, CA",52282,CS 3101,5,60,0,"Bhalerao, Rasika",72
Summer 1 2026,"Seattle, WA",52283,CS 3101,6,50,0,"Bonaci, Tamara",88
Summer 1 2026,Online,52284,CS 3200,1,49,0,"Schedlbauer, Martin",663
Summer 1 2026,Online,52285,CS 3200,2,60,0,"Rachlin, John",601
Summer 1 2026,Boston,52289,CS 4100,1,60,0,"Venkatesaramani, Rajagopal",804
Summer 1 2026,"Oakland, CA",52290,CS 4100,2,60,0,"Saad, Nadim",648
Summer 1 2026,Online,52291,CS 4520,1,40,0,"Miazi, Sakib",497
Summer 1 2026,Boston,52292,CS 4530,1,60,0,"Bhutta, Adeel",75
Summer 1 2026,Boston,52294,CS 4700,1,20,0,"Jackson, Alden",344
Summer 1 2026,"Seattle, WA",52295,CS 4973,1,50,0,"Mullen, Tony",529
Summer 1 2026,Boston,52306,CS 5100,2,74,0,"Venkatesaramani, Rajagopal",804
Summer 1 2026,"Seattle, WA",52307,CS 5100,3,28,0,"Geeng, Chris",100313
Summer 1 2026,Online,50388,CY 2550,1,85,0,"Wang, Justin",828
Summer 1 2026,Online,54617,CS 5200,5,45,0,"Schedlbauer, Martin",663
Summer 1 2026,Online,52313,CS 5520,1,40,2,"Miazi, Sakib",497
Summer 1 2026,Boston,50393,DS 3000,1,97,0,"Yang, Xiaoyi",867
Summer 1 2026,Boston,50395,DS 3500,1,114,0,"Sanghrajka, Rush",654
Summer 1 2026,Boston,52317,CS 5700,1,17,0,"Jackson, Alden",344
Summer 1 2026,Boston,50396,DS 4200,1,60,0,"Borkin, Michelle",91
Summer 1 2026,Online,54905,CS 5047,1,100,0,"Feinberg, Daniel",225
Summer 1 2026,Boston,53373,DS 5500,1,79,0,"Bertini, Enrico",70
Summer 1 2026,Online,55270,CY 5001,1,50,0,"Sierra, Jose",702
Summer 1 2026,Online,55364,CS 5700,4,75,0,"Tanha, Maryam",760
Summer 1 2026,Online,55366,CS 6620,5,75,0,"Mohan, Aanchan",515
Summer 1 2026,Online,55376,DS 4300,1,60,0,"Rachlin, John",601
Summer 2 2020,Online,61124,CY 5001,1,30,28,"Sierra, Jose",702
Summer 2 2020,Boston,60775,CS 3000,1,87,82,"Van Der Poel, Drew",795
Summer 2 2020,Boston,60777,IS 1500,1,87,17,"Mihajlovikj, Vidoje",500
Summer 2 2020,Boston,60141,CS 1100,1,40,28,"Razzaq, Leena",620
Summer 2 2020,Online,60921,CY 6200,1,30,16,"Hoffman, Ally",323
Summer 2 2020,Boston,60591,CS 5007,1,90,71,"Mihajlovikj, Vidoje",500
Summer 2 2020,Online,60919,CY 5061,1,30,27,"Guhan, Kumaraguru",292
Summer 2 2020,"Silicon Valley, CA",61250,CS 5006,1,46,43,"Hailpern, Brent",300
Summer 2 2020,"San Francisco, CA",61251,CS 5007,2,25,10,"Delange, Julien",172
Summer 2 2020,Online,60879,IS 4600,1,20,12,"Schedlbauer, Martin",663
Summer 2 2020,"Vancouver, Canada",61311,CS 5800,1,24,10,"Aibin, Michal",14
Summer 2 2020,Online,61324,CS 3540,1,39,35,"Yildirim, Caglar",873
Summer 2 2020,Online,61336,CS 5100,1,79,45,"Saripalli, Prasad",657
Summer 2 2020,Boston,61344,HINF 5101,1,30,7,"Spitulnik, Jay, Turner, Catherine","733, 785"
Summer 2 2020,Boston,61359,CY 2550,1,49,32,"Kharraz, Amin",386
Summer 2 2020,Online,61393,CS 5200,1,89,68,"Schedlbauer, Martin",663
Summer 2 2020,Online,61395,CY 5010,1,50,17,"Sierra, Jose",702
Summer 2 2020,Boston,61415,CS 3000,2,50,23,"Chandrasekaran, Pandurangan",118
Summer 2 2020,"No campus, no room needed",61495,CS 5964,1,50,8,"Chidsey, Patrick",129
Summer 2 2020,Online,61540,CS 5964,3,10,8,"Vander Laan, Kathi",797
Summer 2 2021,Online,61184,CS 1800,1,92,82,"Nunez, Lucia",552
Summer 2 2021,Online,61185,CS 1802,1,92,82,"Nunez, Lucia",552
Summer 2 2021,Online,60906,CY 2550,1,87,51,"Sierra, Jose",702
Summer 2 2021,Online,60891,HINF 5101,1,30,22,"Turner, Catherine",785
Summer 2 2021,Boston,60539,CS 3000,1,87,101,"Van Der Poel, Drew",795
Summer 2 2021,Online,61182,CY 5061,1,30,15,"Sierra, Jose",702
Summer 2 2021,"Vancouver, Canada",61346,CS 5097,1,20,8,"Running Wolf, Michael",645
Summer 2 2021,Online,61362,CY 3740,1,49,1,"Mirzaei, Omid",507
Summer 2 2021,Online,61372,CY 5001,1,30,27,"Sierra, Jose",702
Summer 2 2021,Online,61382,CS 4910,1,30,6,"Shah, Mike",678
Summer 2 2021,Boston,61387,CS 3800,1,40,32,"Schnyder, Walter",666
Summer 2 2021,Online,61528,CS 5965,1,35,23,"Selinger, Ethan",672
Summer 2 2022,Online,60619,HINF 5101,1,30,18,"Turner, Catherine",785
Summer 2 2022,Online,60464,CS 3000,1,114,101,"Chandrasekaran, Pandurangan, Gonzalez, Alex","118, 277"
Summer 2 2022,Online,60976,CS 4910,1,15,13,"Shah, Mike",678
Summer 2 2022,Online,61296,CS 3001,1,114,101,"Chandrasekaran, Pandurangan, Gonzalez, Alex","118, 277"
Summer 2 2022,Boston,60981,CS 3800,1,87,65,"Van Der Poel, Drew",795
Summer 2 2022,Online,61306,CS 7380,1,15,9,"Shah, Mike",678
Summer 2 2022,"Silicon Valley, CA",61308,CS 5610,1,15,7,"Penarrieta, Cristian",588
Summer 2 2022,"San Francisco, CA",61309,CS 5610,2,15,3,"Penarrieta, Cristian",588
Summer 2 2022,"Vancouver, Canada",61310,CS 5610,3,20,18,"Penarrieta, Cristian",588
Summer 2 2022,Online,61366,CY 5061,1,30,8,"Sierra, Jose",702
Summer 2 2022,Online,61392,CY 2550,1,87,65,"Kharraz, Amin",386
Summer 2 2022,Online,61434,CS 5340,1,32,4,"Palani, Hari Prasath",569
Summer 2 2022,Online,61531,CS 5965,1,30,28,"Selinger, Ethan",672
Summer 2 2022,Online,61474,CS 3000,2,30,16,"Aloupis, Greg",22
Summer 2 2022,Online,61475,CS 3001,2,30,16,"Aloupis, Greg",22
Summer 2 2023,Online,60556,HINF 5101,1,30,14,"Turner, Catherine",785
Summer 2 2023,Online,61395,CS 5610,1,99,77,"Annunziato, Jose",34
Summer 2 2023,Online,61365,CY 2550,2,87,76,"Sharifian Attar, Ali",685
Summer 2 2023,Online,61508,HINF 5105,1,200,14,"Young, Gary",877
Summer 2 2023,"Vancouver, Canada",61512,CS 5500,1,30,9,"Buchanan, Juancho",101
Summer 2 2023,Online,61516,CS 5360,1,21,10,"Shah, Mike",678
Summer 2 2023,Online,61522,CS 4360,1,24,10,"Shah, Mike",678
Summer 2 2023,Boston,61527,CS 3000,1,36,33,"Varma, Akshar",799
Summer 2 2023,Boston,61528,CS 3001,1,36,33,"Varma, Akshar",799
Summer 2 2023,"Vancouver, Canada",61544,CS 5520,1,18,13,"Changizi, Neda",121
Summer 2 2023,Online,61554,CS 3800,1,49,43,"Viola, Emanuele",811
Summer 2 2023,Online,61579,CY 2550,3,87,19,"Ali, Muhammad",17
Summer 2 2023,Online,61604,DS 4400,1,50,29,"Ahmed, Bilal",13
Summer 2 2023,Online,61778,CS 5964,1,0,19,"Maxwell, Bruce, Narayan, Arasu","479, 539"
Summer 2 2023,Online,61798,CS 5964,2,25,10,"Jones, Chiew",365
Summer 2 2024,Boston,61536,CS 4100,1,97,47,"Venkatesaramani, Rajagopal",804
Summer 2 2024,Online,60504,HINF 5101,1,30,13,"Turner, Catherine",785
Summer 2 2024,Online,61065,CS 5610,1,69,59,"Annunziato, Jose",34
Summer 2 2024,Boston,61531,DS 2500,1,75,69,"Sanghrajka, Rush",654
Summer 2 2024,Online,61035,CY 2550,2,82,79,"Sharifian Attar, Ali",685
Summer 2 2024,Boston,61533,DS 2501,2,40,30,"Sanghrajka, Rush",654
Summer 2 2024,Online,61172,HINF 5105,1,200,17,"Young, Gary",877
Summer 2 2024,Online,61624,CS 3540,1,49,43,"Yildirim, Caglar",873
Summer 2 2024,Online,61625,CS 5540,1,79,24,"Yildirim, Caglar",873
Summer 2 2024,Boston,61532,DS 2501,1,40,39,"Sanghrajka, Rush",654
Summer 2 2024,"Vancouver, Canada",61629,CS 5520,1,36,22,"Changizi, Neda",121
Summer 2 2024,Boston,61534,DS 3000,1,87,35,"Yang, Xiaoyi",867
Summer 2 2024,Boston,61535,CS 3200,1,180,74,"Fontenot, Mark",236
Summer 2 2024,Online,61642,HINF 5105,2,200,23,"Young, Gary",877
Summer 2 2024,Boston,61657,CS 4973,1,48,6,"Bernstein, Maxwell",70108
Summer 2 2024,Online,61670,CS 1802,1,97,82,"Konrad, Almudena",401
Summer 2 2024,Online,61714,CS 1800,1,97,82,"Konrad, Almudena",401
Summer 2 2024,Online,61736,CS 3000,2,132,119,"Stalfa, David",739
Summer 2 2024,Online,61737,CS 3001,4,132,119,"Stalfa, David",739
Summer 2 2024,"Seattle, WA",61743,CS 3500,1,60,50,"Shafer, Steve",675
Summer 2 2024,"Seattle, WA",61744,CS 3501,1,60,50,"Shafer, Steve",675
Summer 2 2024,"Seattle, WA",61745,CS 4973,2,60,50,"Khurana, Rushil",98505
Summer 2 2024,Online,61794,CS 5200,2,39,21,"Schedlbauer, Martin",663
Summer 2 2024,"Portland, Maine",61822,CS 7180,1,22,4,"Mwaura, Jonathan",534
Summer 2 2024,Online,61840,CS 3200,2,49,34,"Schedlbauer, Martin",663
Summer 2 2025,Online,61506,CS 3200,2,69,52,"Schedlbauer, Martin",663
Summer 2 2025,Online,61314,HINF 5105,2,200,20,"Young, Gary",877
Summer 2 2025,Online,60966,HINF 5105,1,200,84,"Young, Gary",877
Summer 2 2025,Online,61800,DS 4200,1,65,61,"Fygenson, Racquel",75064
Summer 2 2025,Online,60476,HINF 5101,1,30,14,"Turner, Catherine",785
Summer 2 2025,Boston,61208,DS 3000,1,73,63,"Yang, Xiaoyi",867
Summer 2 2025,Boston,61785,CS 3200,3,180,64,"Fontenot, Mark",236
Summer 2 2025,"Seattle, WA",61786,CS 5200,3,30,6,"Cobbe, Richard",139
Summer 2 2025,Online,60924,CS 5610,1,79,56,"Annunziato, Jose",34
Summer 2 2025,Boston,61822,CS 3520,1,73,35,"Gandhi, Kutub",75173
Summer 2 2025,Online,61849,DS 2001,1,80,80,"Fuentes-Cabrera, Miguel",245
Summer 2 2025,Online,61848,DS 2000,1,80,80,"Fuentes-Cabrera, Miguel",245
Summer 2 2025,Online,61856,CS 1800,1,80,72,"Konrad, Almudena",401
Summer 2 2025,Online,61857,CS 1802,1,80,72,"Konrad, Almudena",401
Summer 2 2025,"Seattle, WA",61901,CS 3500,1,50,28,"Singh, Sarita",708
Summer 2 2025,"Seattle, WA",61902,CS 3501,1,50,28,"Singh, Sarita",708
Summer 2 2025,"Seattle, WA",61904,CS 4973,1,50,28,"Geeng, Chris",100313
Summer 2 2025,Online,61937,CY 2550,1,85,71,"Wang, Justin",828
Summer 2 2026,Boston,52288,CS 3520,1,60,0,"Cooper, Seth",146
Summer 2 2026,Online,54980,HINF 5105,1,100,0,"Young, Gary",877
Summer 2 2026,"Seattle, WA",52293,CS 4530,2,50,0,"Singh, Sarita",708
Summer 2 2026,"Seattle, WA",52296,CS 4973,2,50,0,"Bonaci, Tamara",88
Summer 2 2026,Online,54991,CS 1800,2,80,0,"Konrad, Almudena",401
Summer 2 2026,Online,54992,CS 1802,2,80,0,"Konrad, Almudena",401
Summer 2 2026,Boston,50390,DS 2500,1,113,0,"Yu, Deahan",100308
Summer 2 2026,Boston,50391,DS 2501,1,60,0,"Yu, Deahan",100308
Summer 2 2026,Boston,50392,DS 2501,2,60,0,"Yu, Deahan",100308
Summer 2 2026,Boston,50394,DS 3000,2,97,0,"Yang, Xiaoyi",867
Summer 2 2026,Online,50397,DS 4400,1,80,0,"Fuentes-Cabrera, Miguel",245
Summer 2 2026,Boston,50974,DS 1300,1,15,0,"Hanley, Brian",98609
Summer 2 2026,"Seattle, WA",52318,CS 5700,2,28,0,"Singh, Sarita",708
Summer 2 2026,Boston,52260,CS 2100,2,80,0,"Sloan, Rose",100309
Summer 2 2026,Online,53670,HINF 5101,1,40,0,"Turner, Catherine",785
Summer 2 2026,Boston,52263,CS 2101,3,40,0,"Sloan, Rose",100309
Summer 2 2026,Boston,52264,CS 2101,4,40,0,"Sloan, Rose",100309
Summer 2 2026,Online,54380,CS 5200,1,66,0,"Schedlbauer, Martin",663
Summer 2 2026,Online,52286,CS 3200,3,49,0,"Schedlbauer, Martin",663
Summer 2 2026,Boston,52287,CS 3200,4,60,0,"Fontenot, Mark",236
Summer 2 2026,Boston,55287,CS 4100,3,40,0,"Shyne, Fiona",89211
Summer Full 2020,Online,54022,CS 5310,1,87,24,"Shah, Mike",678
Summer Full 2020,Online,54475,CY 5120,1,30,11,"Rushanan, Joseph",646
Summer Full 2020,Online,54093,DA 5030,1,39,32,"Schedlbauer, Martin",663
Summer Full 2020,Online,54095,CS 6140,1,79,27,"Arunagiri, Sara",36
Summer Full 2020,Online,54096,CS 6220,1,79,46,"Arunagiri, Sara",36
Summer Full 2020,Boston,53716,CS 5004,1,50,49,"Mihajlovikj, Vidoje",500
Summer Full 2020,Boston,53717,CS 5005,1,55,52,"Mihajlovikj, Vidoje",500
Summer Full 2020,Online,53718,CS 5200,1,79,58,"Feinberg, Daniel",225
Summer Full 2020,Boston,54491,CS 5800,2,87,85,"Van Der Poel, Drew",795
Summer Full 2020,Boston,54112,CS 5004,2,50,29,"Razzaq, Leena",620
Summer Full 2020,Online,54116,CS 5520,1,79,44,"Feinberg, Daniel",225
Summer Full 2020,Boston,53742,CS 5005,2,45,26,"Mihajlovikj, Vidoje",500
Summer Full 2020,Online,54448,CS 5610,1,99,88,"Mullen, Tony",529
Summer Full 2020,Online,54449,CS 5700,1,79,18,"Saripalli, Prasad",657
Summer Full 2020,Online,53743,CS 5800,1,79,37,"Ezzat, Ahmed",218
